대단원,중단원,문제,①,②,③,④,⑤,정답,문항 형식,Main/Sub,동아,미래엔,비상,지학사,천재,출제 수준,선지 개수,학습 개념 해설
화학 변화,산화와 환원,철이 산소와 반응해 산화되면 여전히 금속 철의 성질을 그대로 유지한다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,2,철(Fe)이 산소와 만나면 서서히 산화되어 산화 철(III)(Fe2O3)이 되어 본래의 성질을 잃는다.
화학 변화,산화와 환원,"철이 산소와 만나면 서서히 (       )되어 산화 철이 된다.
빈칸에 들어갈 말로 가장 적절한 것은?",증발,환원,분해,산화,,④,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,4,철(Fe)이 산소와 만나면 서서히 산화되어 산화 철(III)(Fe2O3)이 되어 본래의 성질을 잃는다.
화학 변화,산화와 환원,"철의 산화 반응식은 4Fe+3O₂→(       )이다.
빈칸에 들어갈 말로 가장 적절한 것은?",2FeO,4FeO₂,2Fe₂O₃,Fe₂O₃,FeO,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,TRUE,개념 호출,5,4Fe+3O2 ->  2Fe2O3
화학 변화,산화와 환원,다음 중 철이 산화될 때 생성되는 생성물로 가장 적절한 것은?,FeCl₂,Fe₂O₃,FeCO₃,Fe(OH)₂,,②,단답형,SUB,FALSE,FALSE,FALSE,TRUE,TRUE,개념 변형,4,4Fe+3O2 ->  2Fe2O3
화학 변화,산화와 환원,연소 반응은 산화 환원 반응이다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 호출,2,도시가스 등 물질이 연소하는 것도 산화 환원 반응이다.
화학 변화,산화와 환원,연소 반응은 산소와의 결합이 관여하므로 (       ) 반응에 해당한다.,중화,산화 환원,분해,,,②,단답형,SUB,TRUE,FALSE,TRUE,FALSE,FALSE,개념 변형,3,도시가스 등 물질이 연소하는 것도 산화 환원 반응이다.
화학 변화,산화와 환원,다음 중 도시가스와 액화천연가스의 주성분으로 가장 적절한 것은?,이산화탄소,수소,산소,메테인,,④,단답형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 변형,4,"메테인(CH4)은 도시가스, 액화천연가스의 주성분이다."
화학 변화,산화와 환원,"도시가스의 주성분은 메테인이며, 이는 액화천연가스의 주성분이기도 하다. (O / X)",O,X,,,,①,OX형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 변형,2,"메테인(CH4)은 도시가스, 액화천연가스의 주성분이다."
화학 변화,산화와 환원,"메테인의 연소 반응에서 탄소는 산소를 얻어 (       )가 된다.
빈칸에 들어갈 말로 가장 적절한 것은?",이산화탄소,수소,산소,,,①,단답형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 호출,3,메테인은 연소하면서 탄소(C)가 산소(O)를 얻어 이산화 탄소(CO2)로 산화되고 물이 생성되고 열이 발생한다.
화학 변화,산화와 환원,메테인의 연소 반응에서 생성되는 것이 아닌 것은?,이산화탄소,물,열,산소,,④,단답형,MAIN,TRUE,FALSE,FALSE,TRUE,TRUE,개념 변형,4,메테인은 연소하면서 탄소(C)가 산소(O)를 얻어 이산화 탄소(CO2)로 산화되고 물이 생성되고 열이 발생한다.
화학 변화,산화와 환원,"메테인의 연소 반응에서 메테인은 (       )되고, 산소는 (       )된다.
빈칸에 들어갈 말로 가장 적절한 것은?",환원/산화,산화/환원,분해/연소,중화/연소,,②,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 호출,4,"메테인의 연소 반응이 진행될 때 메테인에서 산화가 일어나고, 산소에서 환원이 일어난다."
화학 변화,산화와 환원,다음 중 메테인의 연소 반응에서 환원되는 물질은?,메테인,산소,이산화탄소,물,,②,단답형,SUB,FALSE,FALSE,FALSE,FALSE,TRUE,개념 변형,4,"메테인의 연소 반응이 진행될 때 메테인에서 산화가 일어나고, 산소에서 환원이 일어난다."
,,,,,,,,,,,,,,,,,0,#REF!
화학 변화,산화와 환원,"( ㉠ )은/는 지질 시대의 생물이 화석처럼 굳어져 오늘날 연료로 이용하는 물질이다.
㉠으로 적절한 것은?",바이오매스,우라늄,질소,화석 연료,,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 호출,4,화석 연료는 지질 시대의 생물이 화석처럼 굳어져 오늘날 연료로 이용하는 물질이다.
화학 변화,산화와 환원,화석 연료는 생물로부터 만들어진 물질이다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,화석 연료는 지질 시대의 생물이 화석처럼 굳어져 오늘날 연료로 이용하는 물질이다.
화학 변화,산화와 환원,"코크스는 ( ㉠ )을/를 원료로 하여 만든 것이다. 
㉠으로 적절한 것은?",석유,플루토늄,석탄,우라늄,,③,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 호출,4,코크스는 석탄을 원료로 하여 만든 것이다.
화학 변화,산화와 환원,코크스는 화석 연료로 만들어졌다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 변형,2,코크스는 석탄을 원료로 하여 만든 것이다.
화학 변화,산화와 환원,"코크스는 탄소의 함량이 ( ㉠ )다.
㉠으로 적절한 것은?",높,낮,,,,①,단답형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 변형,2,코크스는 탄소의 함량이 높다.
화학 변화,산화와 환원,코크스는 탄소를 포함하지 않는다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,TRUE,FALSE,FALSE,개념 변형,2,코크스는 탄소의 함량이 높다.
화학 변화,산화와 환원,"초기 인류는 ( ㉠ )(으)로부터 에너지를 얻어 생활하였다.
㉠으로 적절하지 않은 것은?",수력,자연,가축,기계,,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,초기 인류는 수력과 같은 자연이나 가축으로부터 에너지를 얻어 생활에 이용했다. 
화학 변화,산화와 환원,초기 인류의 에너지원은 자연이었다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,초기 인류는 수력과 같은 자연이나 가축으로부터 에너지를 얻어 생활에 이용했다. 
화학 변화,산화와 환원,철은 매장량이 풍부하다. (O / X),O,X,,,,①,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,3,"철은 단단하지만 비교적 쉽게 가공할 수 있고, 매장량이 풍부하다."
화학 변화,산화와 환원,"( ㉠ )은/는 단단하지만 쉽게 가공할 수 있으며 매장량이 풍부하다.
㉠으로 적절한 것은?",우라늄,플루토늄,나트륨,철,,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,"철은 단단하지만 비교적 쉽게 가공할 수 있고, 매장량이 풍부하다."
화학 변화,산화와 환원,"( ㉠ )은/는 미국과 호주를 중심으로 전 세계에 수십 미터 두께로 형성된 띠 모양 철광층을 말한다.
㉠으로 적절한 것은?",변환 단층,활성 단층,호상 철광층,비호상 철광층,,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,미국과 호주를 중심으로 전 세계에 수십 미터 두께로 형성된 띠 모양 철광층을 호상철광층이라고 한다.
화학 변화,산화와 환원,호상 철광층은 주로 아시아에서 발견된다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,미국과 호주를 중심으로 전 세계에 수십 미터 두께로 형성된 띠 모양 철광층을 호상철광층이라고 한다.
화학 변화,산화와 환원,"호상철광층은 원시 바닷속에서 세균이 만든 ( ㉠ )의 퇴적층이다.
㉠으로 적절한 것은?",이산화 탄소,수산화 나트륨,산화철,염화철,,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,호상철광층은 원시 바닷속에서 세균이 만든 산소와 철 이온이 결합하여 생성한 산화 철의 퇴적층이다.
화학 변화,산화와 환원,다음 중 호상철광층에 대한 설명으로 적절하지 않은 것은?,원시 바다 속에서 만들어졌다.,동물에 의해 만들어졌다.,퇴적층에 해당한다.,산화 철로 구성된다.,,②,서술형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,호상철광층은 원시 바닷속에서 세균이 만든 산소와 철 이온이 결합하여 생성한 산화 철의 퇴적층이다.
,,,,,,,,,,,,,,,,,0,#REF!
화학 변화,산화와 환원,"( ㉠ )은/는 산소와 결합하여 형성된 물질이다.
㉠으로 적절한 것은?",산화물,수화물,염화물,수산화물,,①,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,산화물은 산소와 결합하여 형성된 물질이다.
화학 변화,산화와 환원,"산화물은 ( ㉠ )와/과 결합하여 형성된 물질이다.
㉠으로 적절한 것은?",수소,산소,질소,이산화 탄소,,②,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,산화물은 산소와 결합하여 형성된 물질이다.
화학 변화,산화와 환원,산화 구리(II)와 탄소가 반응할 때 산소의 이동이 관찰된다. (O / X),O,X,,,,①,OX형,MAIN,TRUE,FALSE,TRUE,TRUE,TRUE,개념 변형,2,"산화 구리(Ⅱ)와 탄소 가루를 함께 가열하면 탄소가 산화 구리(Ⅱ)의 산소와 결합하여 이산화 탄소가 되고, 검은색의 산화 구리(Ⅱ)는 산소를 잃어 붉은색의 구리가 된다."
화학 변화,산화와 환원,"산화 구리(II)와 탄소의 반응은 ( ㉠ )의 이동으로 설명할 수 있다.
㉠으로 적절한 것은?",수소,산소,질소,이산화 탄소,,②,단답형,MAIN,TRUE,FALSE,TRUE,TRUE,TRUE,개념 변형,4,"산화 구리(Ⅱ)와 탄소 가루를 함께 가열하면 탄소가 산화 구리(Ⅱ)의 산소와 결합하여 이산화 탄소가 되고, 검은색의 산화 구리(Ⅱ)는 산소를 잃어 붉은색의 구리가 된다."
화학 변화,산화와 환원,철 솜을 가열하면 솜의 색은 변하지만 질량은 변화하지 않는다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,철 솜을 가열했을 때 질량의 변화가 나타나는 까닭을 설명할 수 있다.
화학 변화,산화와 환원,"질량이 같은 철 솜을 양팔저울의 양쪽에 매단 후, 오른쪽의 철 솜을 가열했더니 철 솜의 색이 변하고 저울의 균형이 ( ㉠ )으로 기울어졌다.
㉠으로 적절한 것은?",왼쪽,오른쪽,,,,②,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,2,"질량이 같은 철 솜을 양팔저울의 양쪽에 매단 후, 오른쪽의 철 솜을 가열했더니 철 솜의 색이 변하고 저울의 균형이 오른쪽으로 기울어졌다."
화학 변화,산화와 환원,"철 솜을 가열할 때 철 솜의 질량은  ( ㉠ ).
㉠으로 적절한 것은?",일정하다,감소한다,증가한다,,,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,3,"질량이 같은 철 솜을 양팔저울의 양쪽에 매단 후, 오른쪽의 철 솜을 가열했더니 철 솜의 색이 변하고 저울의 균형이 오른쪽으로 기울어졌다."
화학 변화,산화와 환원,"유화는 물감 속의 기름 성분이 공기 중의 ( ㉠ )와/과 만나 산화되면서 굳어지는 것을 이용한 회화 기법이다.
㉠으로 적절한 것은?",질소,아르곤,수소,산소,,④,단답형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 호출,4,유화는 물감 속의 기름 성분이 공기 중의 산소와 만나 산화되면서 굳어지는 것을 이용한 회화 기법이다.
화학 변화,산화와 환원,"유화는 물감 속의 ( ㉠ )와/과 ( ㉡ )의 반응을 이용한다.
㉠과 ㉡으로 적절한 것은?","㉠ 물, ㉡ 산소","㉠ 물, ㉡ 이산화 탄소","㉠ 기름, ㉡ 산소","㉠ 기름, ㉡ 이산화 탄소",,③,단답형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 변형,4,유화는 물감 속의 기름 성분이 공기 중의 산소와 만나 산화되면서 굳어지는 것을 이용한 회화 기법이다.
화학 변화,산화와 환원,"철로 만든 다리에 ( ㉠ )을/를 바르면 녹이 스는 것을 방지할 수 있다.
㉠으로 적절한 것은?",물,흙,풀,페인트,,④,단답형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 변형,4,"철로 만든 다리, 손잡이 등에 페인트를 칠하면 철이 녹스는 것을 막을 수 있다."
화학 변화,산화와 환원,철로 만든 물체가 녹스는 것을 방지하는 방법에는 페인트 칠하기가 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,TRUE,FALSE,FALSE,FALSE,개념 변형,2,"철로 만든 다리, 손잡이 등에 페인트를 칠하면 철이 녹스는 것을 막을 수 있다."
,,,,,,,,,,,,,,,,,,#REF!
화학 변화,산화와 환원,묽은 염산에 아연 조각을 넣어두면 산화 환원 반응이 일어난다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,묽은 염산에 아연 조각을 넣어 두었을 때의 변화와 염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때의 변화에서 전자를 잃은 물질과 전자를 얻은 물질을 각각 찾고 두 반응을 산화 환원 반응으로 설명할 수 있다.
화학 변화,산화와 환원,"염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때 ( ㉠ )이/가 일어난다.
㉠으로 적절한 것은?",불꽃 반응,연소 반응,산화 환원 반응,앙금 생성 반응,,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,묽은 염산에 아연 조각을 넣어 두었을 때의 변화와 염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때의 변화에서 전자를 잃은 물질과 전자를 얻은 물질을 각각 찾고 두 반응을 산화 환원 반응으로 설명할 수 있다.
화학 변화,산화와 환원,"묽은 염산에 아연 조각을 넣어 두었을 때의 화학 반응식 Zn + 2H? → Zn²+ + ( ㉠ )이다.
㉠으로 적절한 것은?",2H₂,H₂,2ZnO,ZnO,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,Zn + 2H+ -> Zn2+ + H2
화학 변화,산화와 환원,"묽은 염산에 아연 조각을 넣어 두었을 때 일어나는 화학 반응의 생성물은 ( ㉠ )와/과 ( ㉡ )이다.
㉠과 ㉡으로 적절한 것은?","㉠ 산화 아연, ㉡ 산소","㉠ 산화 아연, ㉡ 수소","㉠ 아연 이온, ㉡ 산소","㉠ 아연 이온, ㉡ 수소",,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,Zn + 2H+ -> Zn2+ + H2
화학 변화,산화와 환원,묽은 염산에 아연 조각을 넣어 두었을 때 일어나는 화학 반응에 대한 설명으로 적절하지 않은 것은?,아연은 반응물에 해당한다.,해당 반응은 산화 환원 반응에 속한다.,생성물의 종류는 두 가지이다.,생성물에는 수소 이온이 있다. ,,④,서술형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,Zn + 2H+ -> Zn2+ + H2
화학 변화,산화와 환원,묽은 염산에 아연 조각을 넣어 두면 산화 환원 반응으로 인해 아연 이온이 생성된다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,Zn + 2H+ -> Zn2+ + H2
화학 변화,산화와 환원,"염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때의 화학 반응식은 2Al + 3Cu²+ → ( ㉠ ) + 3Cu이다.
㉠으로 적절한 것은?",2Al³?,3Al³?,2Al₂O₃,3Al₂O₃,,①,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,2Al + 3Cu2+ -> 2Al3+ + 3Cu
화학 변화,산화와 환원,"염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때 일어나는 화학 반응의 생성물은 ( ㉠ )와/과 ( ㉡ )이다.
㉠과 ㉡으로 적절한 것은?","㉠ 산화 알루미늄, ㉡ 구리","㉠ 산화 알루미늄, ㉡ 산화 구리","㉠ 알루미늄 이온, ㉡ 구리","㉠  알루미늄 이온, ㉡ 산화 구리",,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,2Al + 3Cu2+ -> 2Al3+ + 3Cu
화학 변화,산화와 환원,염화 구리(II) 수용액에 알루미늄 포일을 넣어 두었을 때 생성되는 물질로 적절한 것은?,H₂,Al,Cu,Cu²+,,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,2Al + 3Cu2+ -> 2Al3+ + 3Cu
화학 변화,산화와 환원,"구리와 질산 은 수용액의 반응을 ( ㉠ )의 이동으로 설명할 수 있다.
㉠으로 적절한 것은?",원자핵,양성자,중성자,전자,,④,단답형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 호출,4,구리와 질산 은 수용액의 반응을 전자의 이동으로 설명할 수 있다.
화학 변화,산화와 환원,구리와 질산 은 수용액의 반응에서 전자의 이동이 관찰된다. (O / X),O,X,,,,①,OX형,SUB,FALSE,TRUE,FALSE,FALSE,TRUE,개념 호출,2,구리와 질산 은 수용액의 반응을 전자의 이동으로 설명할 수 있다.
화학 변화,산화와 환원,"오래 전에 그려진 유화 작품이 검게 변화하는 이유는 안료에 포함된 ( ㉠ )의 산화 환원 반응 때문이다.
㉠으로 적절한 것은?",물,수소,산소,금속,,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,"17세기에 그려진 많은 유화 작품은 금속 원소가 포함된 안료로 그려졌다. 대부분의 작품은 시간이 지나면서 표면이 검게 변했는데, 이는 오랜 시간 공기 중에 노출되어 안료의 금속이 산화 환원 반응을 했기 때문이다. "
화학 변화,산화와 환원,"유화 작품의 안료 속 금속이 ( ㉠ )에 노출되면 검게 변화한다.
㉠으로 적절한 것은?",다른 금속,공기,건조한 환경,낮은 온도,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,"17세기에 그려진 많은 유화 작품은 금속 원소가 포함된 안료로 그려졌다. 대부분의 작품은 시간이 지나면서 표면이 검게 변했는데, 이는 오랜 시간 공기 중에 노출되어 안료의 금속이 산화 환원 반응을 했기 때문이다. "
화학 변화,산화와 환원,"낮 풍경을 묘사한 유화 작품인 렘브란트의 '야경'은 보관 과정에서 ( ㉠ )이 일어나 어둡게 변해 야경이라는 이름이 붙게 되었다.
㉠으로 적절한 것은?",연소 반응,앙금 생성 반응,산화 환원 반응,산 염기 반응,,③,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,"대표적인 유화 작품인 렘브란트의 '야경'은 낮 풍경을 묘사한 작품이지만, 보관 과정에서 산화 환원 반응이 일어나 어둡게 변해 야경이라는 이름이 붙게 되었다."
화학 변화,산화와 환원,산화 환원 반응으로 인해 검게 변하여 '야경'이라는 이름이 붙은 렘브란트의 작품은 유화 작품이다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,"대표적인 유화 작품인 렘브란트의 '야경'은 낮 풍경을 묘사한 작품이지만, 보관 과정에서 산화 환원 반응이 일어나 어둡게 변해 야경이라는 이름이 붙게 되었다."
화학 변화,산화와 환원,"그을음이 생긴 미술 작품은 ( ㉠ )와/과 반응시켜 복원할 수 있다.
㉠으로 적절한 것은?",질소,산소,수소,염소,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,"산화 환원 반응은 훼손된 미술 작품을 복원할 때도 사용된다. 화재가 발생하면 그을음이 발생하는데, 이 그을음은 산소와 반응시켜 제거할 수 있다."
화학 변화,산화와 환원,산화 환원 반응은 훼손된 미술 작품을 복원할 때도 사용된다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,"산화 환원 반응은 훼손된 미술 작품을 복원할 때도 사용된다. 화재가 발생하면 그을음이 발생하는데, 이 그을음은 산소와 반응시켜 제거할 수 있다."
화학 변화,산화와 환원,"화재로 인해 그을음에 뒤덮여 있었던 모네의 '수련' 연작은 ( ㉠ )으로 복원에 성공한 대표적인 미술 작품이다.
㉠으로 적절한 것은?",연소 반응,중화 반응,치환 반응,산화 환원 반응,,④,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,모네의 '수련' 연작은 화재로 인해 그을음으로 뒤덮여 있었지만 산화 환원 반응으로 복원에 성공한 대표적인 미술 작품이다.
화학 변화,산화와 환원,화재로 훼손된 모네의 '수련' 연작을 복원할 때 산소가 이용되었다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,모네의 '수련' 연작은 화재로 인해 그을음으로 뒤덮여 있었지만 산화 환원 반응으로 복원에 성공한 대표적인 미술 작품이다.
,,,,,,,,,,,,,,,,,,#REF!
화학 변화,산화와 환원,일상생활에서는 산화 환원 반응이 일어나지 않는다. (O / X),O,X,,,,②,OX형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 변형,2,우리 생활 주변의 다양한 산화 환원 반응을 찾아 분석하고 이를 산소와 전자의 이동으로 설명할 수 있다.
화학 변화,산화와 환원,"일상생활에서 일어나는 산화 환원 반응은 ( ㉠ )와/과 ( ㉡ )의 이동으로 설명할 수 있다.
㉠과 ㉡으로 적절한 것은?","㉠ 질소, ㉡ 전자","㉠ 질소, ㉡ 산소","㉠ 산소, ㉡ 전자","㉠ 양성자, ㉡ 전자",,③,단답형,MAIN,TRUE,TRUE,TRUE,TRUE,FALSE,개념 변형,4,우리 생활 주변의 다양한 산화 환원 반응을 찾아 분석하고 이를 산소와 전자의 이동으로 설명할 수 있다.
화학 변화,산화와 환원,"식품 속 산화 방지제는 ( ㉠ )의 예시이다.
㉠으로 적절한 것은?",연소,산화,중화,산염기,,②,단답형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,4,식품 속 산화 방지제는 산화의 예시이다.
화학 변화,산화와 환원,식품 속 산화 방지제는 산화 환원 반응을 이용한다. (O / X),O,X,,,,①,OX형,SUB,TRUE,FALSE,FALSE,FALSE,FALSE,개념 변형,2,식품 속 산화 방지제는 산화의 예시이다.
화학 변화,산화와 환원,"은수저의 검은색 녹은 은과 황이 반응하여 생성된 ( ㉠ )에 해당한다.
㉠으로 적절한 것은?",염화 은,산화 은,황화 은,황화 구리,,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,은수저의 검은색 녹은 은이 황(S)과 반응하여 생성된 황화 은(Ag2S)이다. 
화학 변화,산화와 환원,은수저의 검은색 녹은 산화 환원 반응을 통해 생성된다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,은수저의 검은색 녹은 은이 황(S)과 반응하여 생성된 황화 은(Ag2S)이다. 
화학 변화,산화와 환원,은수저의 녹은 제빵 소다를 소량 녹인 물에 알루미늄 포일과 함께 넣어 가열함으로써 제거할 수 있다.  (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,제빵 소다를 소량 녹인 물에 알루미늄 포일과 은수저를 함께 넣고 가열하면 은수저의 녹이 사라진다.
화학 변화,산화와 환원,다음 중 은수저의 녹을 제거하는 데 필요한 물질로 적절하지 않은 것은?,물,알루미늄 포일,제빵 소다,식초,,④,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,제빵 소다를 소량 녹인 물에 알루미늄 포일과 은수저를 함께 넣고 가열하면 은수저의 녹이 사라진다.
화학 변화,산화와 환원,"산소 포화도 측정기는 혈액의 색에 따라 흡수하거나 반사하는 빛의 ( ㉠ )이/가 달라지는 원리를 이용한다.
㉠으로 적절한 것은?",에너지,파장,온도,속도,,②,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,산소 포화도 측정기는 혈액의 색에 따라 흡수하거나 반사하는 빛의 파장이 달라지는 원리를 이용한다.
화학 변화,산화와 환원,"산소 포화도 측정기는 ( ㉠ )에 따라 ( ㉡ )이/가 변하는 원리를 바탕으로 한다.
㉠과 ㉡으로 적절한 것은?","㉠ 혈액의 색, ㉡ 빛의 속도","㉠ 혈액의 속도, ㉡ 빛의 속도","㉠ 혈액의 색, ㉡ 빛의 파장","㉠ 혈액의 속도, ㉡ 빛의 파장",,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,산소 포화도 측정기는 혈액의 색에 따라 흡수하거나 반사하는 빛의 파장이 달라지는 원리를 이용한다.
화학 변화,산화와 환원,"헤모글로빈이 ( ㉠ )되면 혈액은 선홍색을 띠고, ( ㉡ )되면 검붉은색을 띤다.
㉠과 ㉡으로 적절한 것은?","㉠ 가열, ㉡ 냉각","㉠ 냉각, ㉡ 가열","㉠ 산화, ㉡ 환원","㉠ 환원, ㉡ 산화",,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,"헤모글로빈에 산소가 결합하여 산화하면 혈액은 선홍색을 띠고, 산소와 떨어져 환원되면 검붉은색을 띤다."
화학 변화,산화와 환원,"혈액을 구성하는 헤모글로빈과 ( ㉠ )의 결합 여부에 따라 혈액의 색이 변한다.
㉠으로 적절한 것은?",수소,산소,질소,이산화 탄소,,②,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,4,"헤모글로빈에 산소가 결합하여 산화하면 혈액은 선홍색을 띠고, 산소와 떨어져 환원되면 검붉은색을 띤다."
화학 변화,산화와 환원,"산소 포화도 측정으로 산소 공급의 문제를 파악할 수는 있지만, 저산소증을 예방할 수는 없다. (O / X)",O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,산소 포화도 측정을 통해 산소 공급에 문제가 있는지 진단함으로써 저산소증을 예방할 수 있다.
화학 변화,산화와 환원,산소 공급이 원활한지 파악하는 방법으로 산소 포화도 측정이 있다. (O / X),O,X,,,,①,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,산소 포화도 측정을 통해 산소 공급에 문제가 있는지 진단함으로써 저산소증을 예방할 수 있다.
화학 변화,산화와 환원,"혈당 검사기는 혈액 속의  ( ㉠ ) 농도를 측정하는 장치이다.
㉠으로 적절한 것은?",인슐린,글루카곤,글리코젠,포도당,,④,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,혈당 검사기는 혈액 속의 포도당 농도를 측정하는 장치이다.
화학 변화,산화와 환원,"( ㉠ )은/는 혈중 포도당 농도를 측정하는 장치이다.
㉠으로 적절한 것은?",혈당 검사기,pH 측정기,심전도기,체성분 분석기,,①,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,혈당 검사기는 혈액 속의 포도당 농도를 측정하는 장치이다.
화학 변화,산화와 환원,혈당 검사기를 통해 혈액 속 헤모글로빈의 농도를 측정할 수 있다. (O / X),O,X,,,,②,OX형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 변형,2,혈당 검사기는 혈액 속의 포도당 농도를 측정하는 장치이다.
화학 변화,산화와 환원,"혈당 검사기는 혈액에 포함된 포도당을 ( ㉠ ) 시킬 때 흐르는 전류의 세기로 포도당의 농도를 측정한다.
㉠으로 적절한 것은?",용해,연소,산화,환원,,③,단답형,SUB,FALSE,FALSE,FALSE,TRUE,FALSE,개념 호출,4,혈당 검사기는 혈액에 포함된 포도당을 산화시킬 때 흐르는 전류의 세기로 포도당의 농도를 측정한다.
